question_text,question_img_url,difficulty_level,explanation,explanation_img_url,chapter_id,question_choice_1,question_choice_2,question_choice_3,question_choice_4,question_choice_1_image_url,question_choice_2_image_url,question_choice_3_image_url,question_choice_4_image_url,correct_choice,,,,easy,1
"Activity in the services sector shrank in September as new orders sank, a new survey shows. To add to these worries, overall economic activity is seen to be nearly stagnating, while employment levels fell for the second successive month.
The seasonally adjusted Service sector Business Activity Index fell to 49.8 from 53.8 in August, HSBC Purchasing Managers Index, which is based on a survey of 350 private sector executives, showed. Any reading of less than 50 indicates contraction, while economic activity is seen to be growing if the index is over 50. This is the first time since April 2009 that the services sector, that accounts for more than half the Indian economy, has slipped into negative terrain.
The decline in services sector activity could be attributed to lower demand for offshoring and IT and IT-enabled services from the US and Europe, where several economics are grappling with debt problems. There is also an impact on financial services as banking activity has slowed down on account of higher interest rates and investors are wary of parking their funds in stock markets.
At the moment, manufacturing activity is continuing to grow, though at a much slower pace. As a result, the HSBC India Composite Index-which covers manufacturing and services sector-stood at 50.2 in September, compared to 54.5 in August.
The trend is in line with expectations that the India economy will grow at less than 8% during the current financial year, with agriculture providing the only silver lining. Last year the economy expanded 8.5% prompting the government to predict 9% growth this year. But over the last few months, as the global economic situation deteriorated and higher interest rates slowed down the tempo, the government too is lowering its forecasts although not to the extent that others have done.
But it isn’t just services which are shrinking. The survey shows employment fell for the second successive month, increasing worries for policymakers, who want rapid economic growth to take care of the growing population that is joining the workforce.
Typically, a near-stagnant economy will encourage the central bank to start lowering interest rates to spur economic activity. But given the inflationary pressures, RBI is in no mood to do so and the debate is whether it will resort to further rate hikes or pause after increasing key policy rates a dozen times over the last 19 months. It is due to review its monetary policy later this month. The HSBC survey showed that inflation pressures are firmly in place though the rate is moderating a little. “We are getting close to the end of RBI’s tightening cycle, but we are not quite there yet.” An economist observed.
<br><br><br>
Which of the following is correct in the context of the passage?",,moderate,,,108, Banking activity has gone up with higher interest rates.,There have been many successive key policy rate hikes recently.,"US have increased offshoring of their IT-enabled services.", Asian Countries are grappling with debt problems.,,,,,2,,,,,
"Activity in the services sector shrank in September as new orders sank, a new survey shows. To add to these worries, overall economic activity is seen to be nearly stagnating, while employment levels fell for the second successive month.
The seasonally adjusted Service sector Business Activity Index fell to 49.8 from 53.8 in August, HSBC Purchasing Managers Index, which is based on a survey of 350 private sector executives, showed. Any reading of less than 50 indicates contraction, while economic activity is seen to be growing if the index is over 50. This is the first time since April 2009 that the services sector, that accounts for more than half the Indian economy, has slipped into negative terrain.
The decline in services sector activity could be attributed to lower demand for offshoring and IT and IT-enabled services from the US and Europe, where several economics are grappling with debt problems. There is also an impact on financial services as banking activity has slowed down on account of higher interest rates and investors are wary of parking their funds in stock markets.
At the moment, manufacturing activity is continuing to grow, though at a much slower pace. As a result, the HSBC India Composite Index-which covers manufacturing and services sector-stood at 50.2 in September, compared to 54.5 in August.
The trend is in line with expectations that the India economy will grow at less than 8% during the current financial year, with agriculture providing the only silver lining. Last year the economy expanded 8.5% prompting the government to predict 9% growth this year. But over the last few months, as the global economic situation deteriorated and higher interest rates slowed down the tempo, the government too is lowering its forecasts although not to the extent that others have done.
But it isn’t just services which are shrinking. The survey shows employment fell for the second successive month, increasing worries for policymakers, who want rapid economic growth to take care of the growing population that is joining the workforce.
Typically, a near-stagnant economy will encourage the central bank to start lowering interest rates to spur economic activity. But given the inflationary pressures, RBI is in no mood to do so and the debate is whether it will resort to further rate hikes or pause after increasing key policy rates a dozen times over the last 19 months. It is due to review its monetary policy later this month. The HSBC survey showed that inflation pressures are firmly in place though the rate is moderating a little. “We are getting close to the end of RBI’s tightening cycle, but we are not quite there yet.” An economist observed.
<br><br><br>
Which of the following may be the most suitable title for the passage?",,moderate,,,108,Global outlook,India and the world,Services sector and Economy,Economics of Politics,,,,,3,,,,,
"Activity in the services sector shrank in September as new orders sank, a new survey shows. To add to these worries, overall economic activity is seen to be nearly stagnating, while employment levels fell for the second successive month.
The seasonally adjusted Service sector Business Activity Index fell to 49.8 from 53.8 in August, HSBC Purchasing Managers Index, which is based on a survey of 350 private sector executives, showed. Any reading of less than 50 indicates contraction, while economic activity is seen to be growing if the index is over 50. This is the first time since April 2009 that the services sector, that accounts for more than half the Indian economy, has slipped into negative terrain.
The decline in services sector activity could be attributed to lower demand for offshoring and IT and IT-enabled services from the US and Europe, where several economics are grappling with debt problems. There is also an impact on financial services as banking activity has slowed down on account of higher interest rates and investors are wary of parking their funds in stock markets.
At the moment, manufacturing activity is continuing to grow, though at a much slower pace. As a result, the HSBC India Composite Index-which covers manufacturing and services sector-stood at 50.2 in September, compared to 54.5 in August.
The trend is in line with expectations that the India economy will grow at less than 8% during the current financial year, with agriculture providing the only silver lining. Last year the economy expanded 8.5% prompting the government to predict 9% growth this year. But over the last few months, as the global economic situation deteriorated and higher interest rates slowed down the tempo, the government too is lowering its forecasts although not to the extent that others have done.
But it isn’t just services which are shrinking. The survey shows employment fell for the second successive month, increasing worries for policymakers, who want rapid economic growth to take care of the growing population that is joining the workforce.
Typically, a near-stagnant economy will encourage the central bank to start lowering interest rates to spur economic activity. But given the inflationary pressures, RBI is in no mood to do so and the debate is whether it will resort to further rate hikes or pause after increasing key policy rates a dozen times over the last 19 months. It is due to review its monetary policy later this month. The HSBC survey showed that inflation pressures are firmly in place though the rate is moderating a little. “We are getting close to the end of RBI’s tightening cycle, but we are not quite there yet.” An economist observed.
<br><br><br>
 According to the passage, what (percentage-wise) is the share of manufacturing in Indian economy?",,moderate,,,108,<br><br><br>50 \%<br><br><br>,<br><br><br>9 \%<br><br><br>,<br><br><br>20 \%<br><br><br>,Not indicated,,,,,4,,,,,
"Activity in the services sector shrank in September as new orders sank, a new survey shows. To add to these worries, overall economic activity is seen to be nearly stagnating, while employment levels fell for the second successive month.
The seasonally adjusted Service sector Business Activity Index fell to 49.8 from 53.8 in August, HSBC Purchasing Managers Index, which is based on a survey of 350 private sector executives, showed. Any reading of less than 50 indicates contraction, while economic activity is seen to be growing if the index is over 50. This is the first time since April 2009 that the services sector, that accounts for more than half the Indian economy, has slipped into negative terrain.
The decline in services sector activity could be attributed to lower demand for offshoring and IT and IT-enabled services from the US and Europe, where several economics are grappling with debt problems. There is also an impact on financial services as banking activity has slowed down on account of higher interest rates and investors are wary of parking their funds in stock markets.
At the moment, manufacturing activity is continuing to grow, though at a much slower pace. As a result, the HSBC India Composite Index-which covers manufacturing and services sector-stood at 50.2 in September, compared to 54.5 in August.
The trend is in line with expectations that the India economy will grow at less than 8% during the current financial year, with agriculture providing the only silver lining. Last year the economy expanded 8.5% prompting the government to predict 9% growth this year. But over the last few months, as the global economic situation deteriorated and higher interest rates slowed down the tempo, the government too is lowering its forecasts although not to the extent that others have done.
But it isn’t just services which are shrinking. The survey shows employment fell for the second successive month, increasing worries for policymakers, who want rapid economic growth to take care of the growing population that is joining the workforce.
Typically, a near-stagnant economy will encourage the central bank to start lowering interest rates to spur economic activity. But given the inflationary pressures, RBI is in no mood to do so and the debate is whether it will resort to further rate hikes or pause after increasing key policy rates a dozen times over the last 19 months. It is due to review its monetary policy later this month. The HSBC survey showed that inflation pressures are firmly in place though the rate is moderating a little. “We are getting close to the end of RBI’s tightening cycle, but we are not quite there yet.” An economist observed.
<br><br><br>
Which of the following is one of the factors, according to the passage, for not lowering interest rates?",,moderate,,,108,Inflationary pressure,Stagnant economy,"Lower rate of employment", The growth in agriculture is good,,,,,1,,,,,
"Activity in the services sector shrank in September as new orders sank, a new survey shows. To add to these worries, overall economic activity is seen to be nearly stagnating, while employment levels fell for the second successive month.
The seasonally adjusted Service sector Business Activity Index fell to 49.8 from 53.8 in August, HSBC Purchasing Managers Index, which is based on a survey of 350 private sector executives, showed. Any reading of less than 50 indicates contraction, while economic activity is seen to be growing if the index is over 50. This is the first time since April 2009 that the services sector, that accounts for more than half the Indian economy, has slipped into negative terrain.
The decline in services sector activity could be attributed to lower demand for offshoring and IT and IT-enabled services from the US and Europe, where several economics are grappling with debt problems. There is also an impact on financial services as banking activity has slowed down on account of higher interest rates and investors are wary of parking their funds in stock markets.
At the moment, manufacturing activity is continuing to grow, though at a much slower pace. As a result, the HSBC India Composite Index-which covers manufacturing and services sector-stood at 50.2 in September, compared to 54.5 in August.
The trend is in line with expectations that the India economy will grow at less than 8% during the current financial year, with agriculture providing the only silver lining. Last year the economy expanded 8.5% prompting the government to predict 9% growth this year. But over the last few months, as the global economic situation deteriorated and higher interest rates slowed down the tempo, the government too is lowering its forecasts although not to the extent that others have done.
But it isn’t just services which are shrinking. The survey shows employment fell for the second successive month, increasing worries for policymakers, who want rapid economic growth to take care of the growing population that is joining the workforce.
Typically, a near-stagnant economy will encourage the central bank to start lowering interest rates to spur economic activity. But given the inflationary pressures, RBI is in no mood to do so and the debate is whether it will resort to further rate hikes or pause after increasing key policy rates a dozen times over the last 19 months. It is due to review its monetary policy later this month. The HSBC survey showed that inflation pressures are firmly in place though the rate is moderating a little. “We are getting close to the end of RBI’s tightening cycle, but we are not quite there yet.” An economist observed.
<br><br><br>
Which of the following conveys the meaning of the phrase, “…we are not quite there yet.” As used in the passage?",,moderate,,,108,"We are far from satisfactory levels of employment rate.",There may be one or two more rounds of further rate hike.,"The tightening cycle has come to an end.",The rapid economic growth is far away,,,,,2,,,,,
"Activity in the services sector shrank in September as new orders sank, a new survey shows. To add to these worries, overall economic activity is seen to be nearly stagnating, while employment levels fell for the second successive month.
The seasonally adjusted Service sector Business Activity Index fell to 49.8 from 53.8 in August, HSBC Purchasing Managers Index, which is based on a survey of 350 private sector executives, showed. Any reading of less than 50 indicates contraction, while economic activity is seen to be growing if the index is over 50. This is the first time since April 2009 that the services sector, that accounts for more than half the Indian economy, has slipped into negative terrain.
The decline in services sector activity could be attributed to lower demand for offshoring and IT and IT-enabled services from the US and Europe, where several economics are grappling with debt problems. There is also an impact on financial services as banking activity has slowed down on account of higher interest rates and investors are wary of parking their funds in stock markets.
At the moment, manufacturing activity is continuing to grow, though at a much slower pace. As a result, the HSBC India Composite Index-which covers manufacturing and services sector-stood at 50.2 in September, compared to 54.5 in August.
The trend is in line with expectations that the India economy will grow at less than 8% during the current financial year, with agriculture providing the only silver lining. Last year the economy expanded 8.5% prompting the government to predict 9% growth this year. But over the last few months, as the global economic situation deteriorated and higher interest rates slowed down the tempo, the government too is lowering its forecasts although not to the extent that others have done.
But it isn’t just services which are shrinking. The survey shows employment fell for the second successive month, increasing worries for policymakers, who want rapid economic growth to take care of the growing population that is joining the workforce.
Typically, a near-stagnant economy will encourage the central bank to start lowering interest rates to spur economic activity. But given the inflationary pressures, RBI is in no mood to do so and the debate is whether it will resort to further rate hikes or pause after increasing key policy rates a dozen times over the last 19 months. It is due to review its monetary policy later this month. The HSBC survey showed that inflation pressures are firmly in place though the rate is moderating a little. “We are getting close to the end of RBI’s tightening cycle, but we are not quite there yet.” An economist observed.
<br><br><br>
Which of the following is not true in the context of the passage?
",,moderate,,,108,Services sector shrank while overall economy grew.,There is a fall in employment levels,Manufacturing activity continues to grow marginally.,Agriculture sector continues to grow.,,,,,1,,,,,
"Uncle” said Luke to the old Sean “You seem to be well fed, though I know no one looks after you. Nor have I seen you leave your residence at any time. Tell me how you manage it?”

“Because” Sean replied, “I have a good feed every night at Emperor’s orchard. After dark, I go there myself and pick out enough fruits to last a fortnight.”

Luke proposed to accompany his uncle to the orchard. Though reluctant because of Luke’s habit of euphoric exhibition of extreme excitement, Sean agreed to take him along. At the orchard while Sean hurriedly collected the fruits and left, Luke on the other hand at the sight of unlimited supply of fruits was excited and lifted his voice which brought Emperor’s men immediately to his side. They seized him and mistook him as the sole cause of damage to the orchard. Although Luke reiterated that he was a bird of passage, they pounded him mercilessly before setting him free.
<br><br><br>
What does “bird of passage”; mean in the context of the given passage? ",,moderate,,,108,There was a bird in the orchard,Other people stole from the orchard,Emperor knew him personally,He did not visit orchard regularly,,,,,2,,,,,
"Uncle” said Luke to the old Sean “You seem to be well fed, though I know no one looks after you. Nor have I seen you leave your residence at any time. Tell me how you manage it?”

“Because” Sean replied, “I have a good feed every night at Emperor’s orchard. After dark, I go there myself and pick out enough fruits to last a fortnight.”

Luke proposed to accompany his uncle to the orchard. Though reluctant because of Luke’s habit of euphoric exhibition of extreme excitement, Sean agreed to take him along. At the orchard while Sean hurriedly collected the fruits and left, Luke on the other hand at the sight of unlimited supply of fruits was excited and lifted his voice which brought Emperor’s men immediately to his side. They seized him and mistook him as the sole cause of damage to the orchard. Although Luke reiterated that he was a bird of passage, they pounded him mercilessly before setting him free.
<br><br><br>
 Which of the following can be inferred from the passage? ",,moderate,,,108,Luke did not take good care of his uncle," Emperor was a wicked man",Lack of self-control had put Luke into trouble, Luke had a habit of speaking loudly,,,,,3,,,,,
"Uncle” said Luke to the old Sean “You seem to be well fed, though I know no one looks after you. Nor have I seen you leave your residence at any time. Tell me how you manage it?”

“Because” Sean replied, “I have a good feed every night at Emperor’s orchard. After dark, I go there myself and pick out enough fruits to last a fortnight.”

Luke proposed to accompany his uncle to the orchard. Though reluctant because of Luke’s habit of euphoric exhibition of extreme excitement, Sean agreed to take him along. At the orchard while Sean hurriedly collected the fruits and left, Luke on the other hand at the sight of unlimited supply of fruits was excited and lifted his voice which brought Emperor’s men immediately to his side. They seized him and mistook him as the sole cause of damage to the orchard. Although Luke reiterated that he was a bird of passage, they pounded him mercilessly before setting him free.
<br><br><br>
How often did Sean visit the orchard? 
",,moderate,,,108,"Daily","Weekly",Once in a month,Every day after midnight,,,,,4,,,,,
"Uncle” said Luke to the old Sean “You seem to be well fed, though I know no one looks after you. Nor have I seen you leave your residence at any time. Tell me how you manage it?”

“Because” Sean replied, “I have a good feed every night at Emperor’s orchard. After dark, I go there myself and pick out enough fruits to last a fortnight.”

Luke proposed to accompany his uncle to the orchard. Though reluctant because of Luke’s habit of euphoric exhibition of extreme excitement, Sean agreed to take him along. At the orchard while Sean hurriedly collected the fruits and left, Luke on the other hand at the sight of unlimited supply of fruits was excited and lifted his voice which brought Emperor’s men immediately to his side. They seized him and mistook him as the sole cause of damage to the orchard. Although Luke reiterated that he was a bird of passage, they pounded him mercilessly before setting him free.
<br><br><br>
Choose the word which is most nearly the same in meaning as the word “Reluctant” used in the passage. ",,moderate,,,108,against,resistant,opposed,Disinclined,,,,,4,,,,,
"Uncle” said Luke to the old Sean “You seem to be well fed, though I know no one looks after you. Nor have I seen you leave your residence at any time. Tell me how you manage it?”

“Because” Sean replied, “I have a good feed every night at Emperor’s orchard. After dark, I go there myself and pick out enough fruits to last a fortnight.”

Luke proposed to accompany his uncle to the orchard. Though reluctant because of Luke’s habit of euphoric exhibition of extreme excitement, Sean agreed to take him along. At the orchard while Sean hurriedly collected the fruits and left, Luke on the other hand at the sight of unlimited supply of fruits was excited and lifted his voice which brought Emperor’s men immediately to his side. They seized him and mistook him as the sole cause of damage to the orchard. Although Luke reiterated that he was a bird of passage, they pounded him mercilessly before setting him free.
<br><br><br>
 Why did Sean leave after collecting the fruits? 
",,moderate,,,108,He feared that the bird’s song would awaken the Emperor,To avoid getting caught by Emperor’s men,He saw the Emperor’s men approaching,"He was afraid of the dark",,,,,2,,,,,
"A man is known by the book he reads as well as by the company he keeps; for there is a companionship of books as well as of men and one should always live in the best company, whether it be of books or of men.

A good book may be among the best of friends. It is the same today that it always was, and it will never change. It is the most patient and cheerful of companions. It does not turn its back upon in times of adversity or distress. It always receives us with the same kindness; amusing and interesting us in youth, comforting and consoling us in age.
<br><br><br>
Which of the following would be the most appropriate title for the given passage? ",,moderate,,,108, Books show the reader’s character, Books as man’s abiding friends, Books are useful in the youth," The importance of books in old age.",,,,,2,,,,,
"A man is known by the book he reads as well as by the company he keeps; for there is a companionship of books as well as of men and one should always live in the best company, whether it be of books or of men.

A good book may be among the best of friends. It is the same today that it always was, and it will never change. It is the most patient and cheerful of companions. It does not turn its back upon in times of adversity or distress. It always receives us with the same kindness; amusing and interesting us in youth, comforting and consoling us in age.
<br><br><br>
 Which of the following is opposite in meaning to the word ‘adversity’ occurring in the passage? ",,moderate,,,108,happiness,prosperity,progress,misfortune,,,,,2,,,,,
"A man is known by the book he reads as well as by the company he keeps; for there is a companionship of books as well as of men and one should always live in the best company, whether it be of books or of men.

A good book may be among the best of friends. It is the same today that it always was, and it will never change. It is the most patient and cheerful of companions. It does not turn its back upon in times of adversity or distress. It always receives us with the same kindness; amusing and interesting us in youth, comforting and consoling us in age.
<br><br><br>
The statement, ‘’ a good book may be among best of friends,’’ in the passage means that ",,moderate,,,108,there cannot be a better friend than a good book,"books may be good friends, but not better than good men",a good book can be included among the best of friends of mankind.,our best friends read the same good books,,,,,3,,,,,
"A man is known by the book he reads as well as by the company he keeps; for there is a companionship of books as well as of men and one should always live in the best company, whether it be of books or of men.

A good book may be among the best of friends. It is the same today that it always was, and it will never change. It is the most patient and cheerful of companions. It does not turn its back upon in times of adversity or distress. It always receives us with the same kindness; amusing and interesting us in youth, comforting and consoling us in age.
<br><br><br>
According to the passage, which of the following statements is not true? ",,moderate,,,108,"Good books as well as good men always provide the finest company.",A good book never betrays us,We have sometimes to be patient with a book as it may bore us.,A good book serves as a permanent friend.,,,,,3,,,,,
"A man is known by the book he reads as well as by the company he keeps; for there is a companionship of books as well as of men and one should always live in the best company, whether it be of books or of men.

A good book may be among the best of friends. It is the same today that it always was, and it will never change. It is the most patient and cheerful of companions. It does not turn its back upon in times of adversity or distress. It always receives us with the same kindness; amusing and interesting us in youth, comforting and consoling us in age.
<br><br><br>
According to the passage, A man may usually be known by the books he reads because",,moderate,,,108, His reading habits shows that he is a scholar.,The books he reads affect his thinking,"Books provide him a lot of knowledge",His selection of books generally reveals his temperament and character,,,,,3,,,,,
"The oil industry was born in the United States around the time of the Civil War. As the world’s largest oil producer and exporter, the US supplied the oil on which the Allied Forces floated to victory in World War 1. In 1920, 64% of the world’s oil was produced in the US. The growing uses of petroleum in modern American industrial society led several domestic companies to secure oil concessions in Mexico but foreign production was not actively sought after the First World War.

In the early 1920s, however, two fears seized the American oil industry. First, it was feared that in the not too distant future,” The position of the US regarding oil”, wrote the Director of US Geological Survey, “can best be characterized as precarious.”

Second, while a domestic oil shortage seemed imminent, so did the possibility that the major sources of petroleum outside North America would soon be locked up by foreign interests- primarily by British Petroleum and Royal Dutch Shell. This fear was mixed with indignation over the fact that British appeared to be ungrateful for America’s wartime effort and seemed to be doing everything in their power to consolidate their foreign petroleum supply positions at the expense of US nationals.” The British position is impregnable,” wrote Sir Edward Mackey Edgar, a British oilman, “All the known oil fields, all the likely or probable fields outside of the United States itself, are in British hands or under British management or control, or financed by British capital.”
<br><br><br>
The indignation over the fact ________ appeared to be ungrateful for America’s war time efforts.",,moderate,,,108,the Arabs,The French,The British,All of the above,,,,,3,,,,,
"The oil industry was born in the United States around the time of the Civil War. As the world’s largest oil producer and exporter, the US supplied the oil on which the Allied Forces floated to victory in World War 1. In 1920, 64% of the world’s oil was produced in the US. The growing uses of petroleum in modern American industrial society led several domestic companies to secure oil concessions in Mexico but foreign production was not actively sought after the First World War.

In the early 1920s, however, two fears seized the American oil industry. First, it was feared that in the not too distant future,” The position of the US regarding oil”, wrote the Director of US Geological Survey, “can best be characterized as precarious.”

Second, while a domestic oil shortage seemed imminent, so did the possibility that the major sources of petroleum outside North America would soon be locked up by foreign interests- primarily by British Petroleum and Royal Dutch Shell. This fear was mixed with indignation over the fact that British appeared to be ungrateful for America’s wartime effort and seemed to be doing everything in their power to consolidate their foreign petroleum supply positions at the expense of US nationals.” The British position is impregnable,” wrote Sir Edward Mackey Edgar, a British oilman, “All the known oil fields, all the likely or probable fields outside of the United States itself, are in British hands or under British management or control, or financed by British capital.”
<br><br><br>
According to the passage, Sixty-four percent of the world’s oil was produced in the US in the year? ",,moderate,,,108,1919,1917,1915,1920,,,,,4,,,,,
"The oil industry was born in the United States around the time of the Civil War. As the world’s largest oil producer and exporter, the US supplied the oil on which the Allied Forces floated to victory in World War 1. In 1920, 64% of the world’s oil was produced in the US. The growing uses of petroleum in modern American industrial society led several domestic companies to secure oil concessions in Mexico but foreign production was not actively sought after the First World War.

In the early 1920s, however, two fears seized the American oil industry. First, it was feared that in the not too distant future,” The position of the US regarding oil”, wrote the Director of US Geological Survey, “can best be characterized as precarious.”

Second, while a domestic oil shortage seemed imminent, so did the possibility that the major sources of petroleum outside North America would soon be locked up by foreign interests- primarily by British Petroleum and Royal Dutch Shell. This fear was mixed with indignation over the fact that British appeared to be ungrateful for America’s wartime effort and seemed to be doing everything in their power to consolidate their foreign petroleum supply positions at the expense of US nationals.” The British position is impregnable,” wrote Sir Edward Mackey Edgar, a British oilman, “All the known oil fields, all the likely or probable fields outside of the United States itself, are in British hands or under British management or control, or financed by British capital.”
<br><br><br>
According to the passage, As the world’s largest oil producer and exporter _______________ ",,moderate,,,108,"Iraq supplied oil to the allied forces",Saudi Arabia supplied oil to the allied forces,Iran supplied oil to the allied forces,The US supplied oil to the allied forces,,,,,4,,,,,
"The oil industry was born in the United States around the time of the Civil War. As the world’s largest oil producer and exporter, the US supplied the oil on which the Allied Forces floated to victory in World War 1. In 1920, 64% of the world’s oil was produced in the US. The growing uses of petroleum in modern American industrial society led several domestic companies to secure oil concessions in Mexico but foreign production was not actively sought after the First World War.

In the early 1920s, however, two fears seized the American oil industry. First, it was feared that in the not too distant future,” The position of the US regarding oil”, wrote the Director of US Geological Survey, “can best be characterized as precarious.”

Second, while a domestic oil shortage seemed imminent, so did the possibility that the major sources of petroleum outside North America would soon be locked up by foreign interests- primarily by British Petroleum and Royal Dutch Shell. This fear was mixed with indignation over the fact that British appeared to be ungrateful for America’s wartime effort and seemed to be doing everything in their power to consolidate their foreign petroleum supply positions at the expense of US nationals.” The British position is impregnable,” wrote Sir Edward Mackey Edgar, a British oilman, “All the known oil fields, all the likely or probable fields outside of the United States itself, are in British hands or under British management or control, or financed by British capital.”
<br><br><br>
 According to the passage, the oil industry was born in the US around? ",,moderate,,,108,World war I,World War II,Civil War,None of the above,,,,,3,,,,,
"Emanating from the Indian kitchens every morning are the appetizing aromas of crushed spices, lentils, curry leaves and vegetables and working with her deft fingers and loving heart is the woman of the house creating ‘the great Indian home cooked meal’.

This is where the ‘dabbawallas’ sensed a business opportunity way back in 1980 – the idea of delivering home cooked meals to office-goers and their workplace and returning empty meal boxes to their homes before their return in the evening.

Today ‘dabbawallas’ have become integral part of Mumbai’s cultural mosaic. About 5000 of these delivery men crisscross the streets, lanes and by lanes of Mumbai, on foot, bicycle and local train, every morning to deliver about 2,00,000 home cooked meal boxes to office goers at their workplaces. What amazes business strategists across the world is the unique process of near faultless delivery, which even convinced Forbes magazine to give them the highly-prized Sigma Six Rating for quality assurance, a feat achieved by companies such as Motorola and General Electrics.

“The success of the system depends on teamwork and time management that would be the envy of every modern manager. Such is the dedication and commitment of the barely literate and barefoot delivery men who form links in the extensive delivery chain, that there is no system of documentation at all.”

They do not rely on any high technology data bases or computers for communication. Instead they use colours and code markings for identification. “Each container carries an indelible ink alphanumeric coding of some ten characters signifying the various transfer and delivery stages, as well as the individuals who are to be involved in the process.”

One of the major reason for the success of this delivery service is the high-level of personal involvement, relationship orientation and continuous communication with their clients and amongst themselves.
Memorizing about 35 addresses from where they must pick up the boxes it becomes critical for the dabbawalla to keep the flow of information continuous as any miscommunication might result in the unpardonable error of serving a non-vegetarian meal to a pure vegetarian, an act blasphemous enough to wash away all the good deeds of the person in a single stroke.
<br><br><br>
 According to the passage, which qualities of the dabbawallas of Mumbai would make even a modern manager envy?
<br> 
- Published on 14 Mar 17",,moderate,,,108, Teamwork and time management,Dedication and commitment,Six sigma rating,"Faultless delivery system",,,,,1,,,,,
"Emanating from the Indian kitchens every morning are the appetizing aromas of crushed spices, lentils, curry leaves and vegetables and working with her deft fingers and loving heart is the woman of the house creating ‘the great Indian home cooked meal’.

This is where the ‘dabbawallas’ sensed a business opportunity way back in 1980 – the idea of delivering home cooked meals to office-goers and their workplace and returning empty meal boxes to their homes before their return in the evening.

Today ‘dabbawallas’ have become integral part of Mumbai’s cultural mosaic. About 5000 of these delivery men crisscross the streets, lanes and by lanes of Mumbai, on foot, bicycle and local train, every morning to deliver about 2,00,000 home cooked meal boxes to office goers at their workplaces. What amazes business strategists across the world is the unique process of near faultless delivery, which even convinced Forbes magazine to give them the highly-prized Sigma Six Rating for quality assurance, a feat achieved by companies such as Motorola and General Electrics.

“The success of the system depends on teamwork and time management that would be the envy of every modern manager. Such is the dedication and commitment of the barely literate and barefoot delivery men who form links in the extensive delivery chain, that there is no system of documentation at all.”

They do not rely on any high technology data bases or computers for communication. Instead they use colours and code markings for identification. “Each container carries an indelible ink alphanumeric coding of some ten characters signifying the various transfer and delivery stages, as well as the individuals who are to be involved in the process.”

One of the major reason for the success of this delivery service is the high-level of personal involvement, relationship orientation and continuous communication with their clients and amongst themselves.
Memorizing about 35 addresses from where they must pick up the boxes it becomes critical for the dabbawalla to keep the flow of information continuous as any miscommunication might result in the unpardonable error of serving a non-vegetarian meal to a pure vegetarian, an act blasphemous enough to wash away all the good deeds of the person in a single stroke.
<br><br><br>
 According to the passage, what is the major reason for success of dabbawallas in Mumbai? 
- Published on 14 Mar 17",,moderate,,,108,Six sigma rating by Forbes,High level of personal involvement and communication with the clients, Ability to memorize 3 addresses,Taste of the home-cooked food,,,,,2,,,,,
"Emanating from the Indian kitchens every morning are the appetizing aromas of crushed spices, lentils, curry leaves and vegetables and working with her deft fingers and loving heart is the woman of the house creating ‘the great Indian home cooked meal’.

This is where the ‘dabbawallas’ sensed a business opportunity way back in 1980 – the idea of delivering home cooked meals to office-goers and their workplace and returning empty meal boxes to their homes before their return in the evening.

Today ‘dabbawallas’ have become integral part of Mumbai’s cultural mosaic. About 5000 of these delivery men crisscross the streets, lanes and by lanes of Mumbai, on foot, bicycle and local train, every morning to deliver about 2,00,000 home cooked meal boxes to office goers at their workplaces. What amazes business strategists across the world is the unique process of near faultless delivery, which even convinced Forbes magazine to give them the highly-prized Sigma Six Rating for quality assurance, a feat achieved by companies such as Motorola and General Electrics.

“The success of the system depends on teamwork and time management that would be the envy of every modern manager. Such is the dedication and commitment of the barely literate and barefoot delivery men who form links in the extensive delivery chain, that there is no system of documentation at all.”

They do not rely on any high technology data bases or computers for communication. Instead they use colours and code markings for identification. “Each container carries an indelible ink alphanumeric coding of some ten characters signifying the various transfer and delivery stages, as well as the individuals who are to be involved in the process.”

One of the major reason for the success of this delivery service is the high-level of personal involvement, relationship orientation and continuous communication with their clients and amongst themselves.
Memorizing about 35 addresses from where they must pick up the boxes it becomes critical for the dabbawalla to keep the flow of information continuous as any miscommunication might result in the unpardonable error of serving a non-vegetarian meal to a pure vegetarian, an act blasphemous enough to wash away all the good deeds of the person in a single stroke.
<br><br><br>
Choose the word which is most nearly the same in meaning as the word “indelible” as used in the passage. 
- Published on 14 Mar 17",,moderate,,,108,memorable,Stirring,Inerasable,Lasting,,,,,3,,,,,
